account_id,customer_name,device_id,ip_address,shipping_address,payment_method_fingerprint,account_age_days,refund_probability,account_type,household_id,is_fraud_ring,ring_id,scenario_type,created_date
ACC0633,Turvi Cherian,DEV9199,29.16.29.37,Patiala,PMF3469,504,0.041,normal,,0,,normal,2025-04-18
ACC0634,Chaitaly Varughese,DEV8909,21.105.52.155,Surat,PMF2712,55,0.038,normal,,0,,normal,2026-07-11
ACC0635,Ishanvi Korpal,DEV2901,211.163.6.217,Jammu,PMF3321,117,0.041,normal,,0,,normal,2026-05-10
ACC0636,Triveni Kanda,DEV8460,187.253.47.4,Nadiad,PMF4389,381,0.051,normal,,0,,normal,2025-08-19
ACC0637,Warinder Om,DEV8801,137.96.254.96,Akola,PMF2599,386,0.046,normal,,0,,normal,2025-08-14
ACC0638,Unni Dyal,DEV6225,143.215.76.138,Maheshtala,PMF2100,493,0.038,normal,,0,,normal,2025-04-29
ACC0639,Harrison Bandi,DEV1370,161.241.143.28,Jalandhar,PMF6620,147,0.059,normal,,0,,normal,2026-04-10
ACC0640,Sudiksha Viswanathan,DEV3692,92.118.30.253,Rajahmundry,PMF4996,723,0.051,normal,,0,,normal,2024-09-11
ACC0641,Unni Mand,DEV3623,102.48.103.107,Bhavnagar,PMF6422,595,0.054,normal,,0,,normal,2025-01-17
ACC0642,Adya Ganguly,DEV4798,149.150.213.196,Sikar,PMF7636,503,0.058,normal,,0,,normal,2025-04-19
ACC0643,Udyati Manne,DEV8080,64.192.85.25,Belgaum,PMF7481,220,0.022,normal,,0,,normal,2026-01-27
ACC0644,Victor Gaba,DEV4232,193.245.70.168,Mathura,PMF8365,658,0.056,normal,,0,,normal,2024-11-15
ACC0645,Chaitaly Sarin,DEV1072,208.128.52.83,Hindupur,PMF4519,428,0.032,normal,,0,,normal,2025-07-03
ACC0646,Bhavya Kala,DEV2667,214.134.58.154,Deoghar,PMF9796,94,0.031,normal,,0,,normal,2026-06-02
ACC0647,Bishakha Behl,DEV4228,121.104.157.57,Agartala,PMF8496,363,0.027,normal,,0,,normal,2025-09-06
ACC0648,Bishakha Boase,DEV9019,156.186.75.17,Howrah,PMF9646,716,0.078,normal,,0,,normal,2024-09-18
ACC0649,George Sankar,DEV7367,33.163.22.152,Raebareli,PMF7431,350,0.055,normal,,0,,normal,2025-09-19
ACC0650,Rushil Jani,DEV6766,209.188.181.20,Siliguri,PMF8501,386,0.057,normal,,0,,normal,2025-08-14
ACC0651,Fariq Dugal,DEV5873,134.186.51.10,Tirupati,PMF2388,719,0.06,normal,,0,,normal,2024-09-15
ACC0652,Caleb Chada,DEV2931,194.178.9.156,Chittoor,PMF4908,350,0.038,normal,,0,,normal,2025-09-19
ACC0653,Samarth Kant,DEV7116,82.126.235.167,Bhilai,PMF3316,217,0.051,normal,,0,,normal,2026-01-30
ACC0654,Gautam Mishra,DEV3258,72.239.164.150,Pondicherry,PMF7286,458,0.045,normal,,0,,normal,2025-06-03
ACC0655,Yug Prabhakar,DEV9804,208.40.122.209,Bharatpur,PMF3838,528,0.053,normal,,0,,normal,2025-03-25
ACC0656,Girik Swamy,DEV5732,19.228.13.25,Shimoga,PMF3298,531,0.031,normal,,0,,normal,2025-03-22
ACC0657,Jackson Arora,DEV1878,200.50.107.205,Kurnool,PMF6882,491,0.077,normal,,0,,normal,2025-05-01
ACC0658,Jalsa Raja,DEV3236,221.38.91.113,Kamarhati,PMF4196,526,0.069,normal,,0,,normal,2025-03-27
ACC0659,Kala Chauhan,DEV9281,154.163.6.18,Surendranagar Dudhrej,PMF9109,605,0.045,normal,,0,,normal,2025-01-07
ACC0660,Vanya Iyengar,DEV7809,9.149.93.31,Korba,PMF8272,533,0.049,normal,,0,,normal,2025-03-20
ACC0661,Azad Varughese,DEV1505,182.23.222.94,Moradabad,PMF4613,114,0.038,normal,,0,,normal,2026-05-13
ACC0662,Azad Khalsa,DEV4683,131.11.20.11,Kochi,PMF9808,311,0.037,normal,,0,,normal,2025-10-28
ACC0663,Mohammed Oza,DEV9115,132.117.136.111,Bilaspur,PMF9369,498,0.027,normal,,0,,normal,2025-04-24
ACC0664,Girik Kapadia,DEV5389,204.74.25.36,Vasai-Virar,PMF9898,146,0.069,normal,,0,,normal,2026-04-11
ACC0665,Ekiya Pal,DEV9880,195.94.127.237,Srinagar,PMF1681,405,0.066,normal,,0,,normal,2025-07-26
ACC0666,Kashvi Banerjee,DEV9951,147.129.168.158,Kulti,PMF4580,481,0.079,normal,,0,,normal,2025-05-11
ACC0667,Yashasvi Hayre,DEV5055,179.150.131.1,Coimbatore,PMF5877,134,0.072,normal,,0,,normal,2026-04-23
ACC0668,Suhani Sant,DEV8368,184.75.162.15,Jaunpur,PMF5305,63,0.041,normal,,0,,normal,2026-07-03
ACC0669,Gautami Kalita,DEV8193,209.239.195.108,Aurangabad,PMF2923,119,0.067,normal,,0,,normal,2026-05-08
ACC0670,Atharv Rattan,DEV4438,208.181.20.75,Shimla,PMF6744,272,0.072,normal,,0,,normal,2025-12-06
ACC0671,Daksh Kala,DEV8015,198.149.162.237,Sri Ganganagar,PMF3719,654,0.057,normal,,0,,normal,2024-11-19
ACC0672,Ethan Ratta,DEV4390,208.203.17.123,Kadapa,PMF1972,241,0.054,normal,,0,,normal,2026-01-06
ACC0673,Lekha Srinivas,DEV5605,122.229.22.19,Rajpur Sonarpur,PMF9827,575,0.03,normal,,0,,normal,2025-02-06
ACC0674,Balendra Chacko,DEV5740,196.210.93.117,Srinagar,PMF5380,329,0.077,normal,,0,,normal,2025-10-10
ACC0675,Isaiah Nagarajan,DEV2560,144.57.221.37,Katihar,PMF3221,556,0.078,normal,,0,,normal,2025-02-25
ACC0676,Urvashi Dugar,DEV1971,51.183.26.1,Saharanpur,PMF5543,451,0.072,normal,,0,,normal,2025-06-10
ACC0677,Wridesh Barad,DEV3174,76.105.94.107,Ahmednagar,PMF5090,159,0.029,normal,,0,,normal,2026-03-29
ACC0678,Shravya Chahal,DEV5055,215.163.159.21,Proddatur,PMF7434,359,0.049,normal,,0,,normal,2025-09-10
ACC0679,William Sur,DEV5402,62.254.96.143,Thrissur,PMF7786,621,0.043,normal,,0,,normal,2024-12-22
ACC0680,Aarini Soman,DEV2525,138.10.95.81,Gurgaon,PMF7600,107,0.051,normal,,0,,normal,2026-05-20
ACC0681,Luke Madan,DEV7046,181.136.49.193,Eluru,PMF8449,314,0.077,normal,,0,,normal,2025-10-25
ACC0682,Mohammed Solanki,DEV1040,186.201.29.157,Kamarhati,PMF2526,365,0.064,normal,,0,,normal,2025-09-04
ACC0683,Urvi Bava,DEV6869,138.62.103.77,Agartala,PMF2037,499,0.068,normal,,0,,normal,2025-04-23
ACC0684,Henry Sahni,DEV4568,27.9.105.109,Bhalswa Jahangir Pur,PMF8039,437,0.069,normal,,0,,normal,2025-06-24
ACC0685,Kashvi Balakrishnan,DEV5399,119.65.29.0,Khammam,PMF6289,536,0.07,normal,,0,,normal,2025-03-17
ACC0686,Sneha Kaul,DEV9967,25.47.208.94,Sangli-Miraj & Kupwad,PMF3139,375,0.054,normal,,0,,normal,2025-08-25
ACC0687,Nidra Mammen,DEV6631,214.75.185.7,Bidar,PMF1793,526,0.023,normal,,0,,normal,2025-03-27
ACC0688,Victor Mukhopadhyay,DEV8529,50.121.203.124,Mau,PMF1266,671,0.027,normal,,0,,normal,2024-11-02
ACC0689,Ucchal Nagarajan,DEV8230,73.177.175.205,Nellore,PMF8479,191,0.02,normal,,0,,normal,2026-02-25
ACC0690,Kevin Nagi,DEV4314,213.120.103.181,Saharsa,PMF3161,468,0.073,normal,,0,,normal,2025-05-24
ACC0691,Ekiya D’Alia,DEV3604,118.35.251.246,Lucknow,PMF5489,339,0.026,normal,,0,,normal,2025-09-30
ACC0692,Madhavi Chakraborty,DEV5102,199.17.240.217,Khora ,PMF2350,399,0.042,normal,,0,,normal,2025-08-01
ACC0693,Rudra Bajwa,DEV3711,141.131.176.134,Kirari Suleman Nagar,PMF1848,694,0.044,normal,,0,,normal,2024-10-10
ACC0694,Sai Gola,DEV4836,80.4.106.78,Agra,PMF8032,342,0.059,normal,,0,,normal,2025-09-27
ACC0695,Leela Naik,DEV1017,197.203.146.42,Tezpur,PMF4496,127,0.049,normal,,0,,normal,2026-04-30
ACC0696,Samuel Puri,DEV4705,190.211.193.34,Indore,PMF9510,165,0.061,normal,,0,,normal,2026-03-23
ACC0697,Falan Puri,DEV1132,133.184.199.85,Mysore,PMF6629,39,0.069,normal,,0,,normal,2026-07-27
ACC0698,Lakshit Gill,DEV3165,218.67.217.52,Parbhani,PMF8826,462,0.024,normal,,0,,normal,2025-05-30
ACC0699,Mohini Tak,DEV2463,163.186.49.115,Hospet,PMF2678,422,0.026,normal,,0,,normal,2025-07-09
ACC0700,Abeer Jani,DEV5902,221.178.178.84,Bijapur,PMF3246,406,0.043,normal,,0,,normal,2025-07-25
ACC0701,Wahab Gera,DEV3340,77.37.189.242,Amritsar,PMF2120,166,0.052,normal,,0,,normal,2026-03-22
ACC0702,Triya Ahuja,DEV3688,221.115.118.209,Dindigul,PMF8210,38,0.041,normal,,0,,normal,2026-07-28
ACC0703,Hemani Gour,DEV3480,143.85.39.194,Bhavnagar,PMF7745,248,0.057,normal,,0,,normal,2025-12-30
ACC0704,Triya Pant,DEV4559,214.135.12.203,Hubli–Dharwad,PMF2420,483,0.074,normal,,0,,normal,2025-05-09
ACC0705,Tara Chokshi,DEV3017,95.171.29.234,Amravati,PMF7291,173,0.041,normal,,0,,normal,2026-03-15
ACC0706,Shaurya Subramaniam,DEV6152,148.57.128.218,Kozhikode,PMF3290,469,0.035,normal,,0,,normal,2025-05-23
ACC0707,Vyanjana Sibal,DEV2380,43.137.2.12,Pallavaram,PMF5065,690,0.053,normal,,0,,normal,2024-10-14
ACC0708,Udyati Sekhon,DEV5668,85.55.69.223,Bhimavaram,PMF1439,644,0.071,normal,,0,,normal,2024-11-29
ACC0709,Ranveer Tiwari,DEV5942,171.174.36.242,Bihar Sharif,PMF4366,704,0.051,normal,,0,,normal,2024-09-30
ACC0710,Saksham Khatri,DEV4090,59.61.73.78,Panchkula,PMF7418,551,0.038,normal,,0,,normal,2025-03-02
ACC0711,Aahana Balasubramanian,DEV4921,207.248.227.141,Pudukkottai,PMF9108,85,0.043,normal,,0,,normal,2026-06-11
ACC0712,Gaurav Kala,DEV9185,191.11.33.93,Bhalswa Jahangir Pur,PMF2163,276,0.052,normal,,0,,normal,2025-12-02
ACC0713,Parth Karnik,DEV6916,33.79.66.61,Mehsana,PMF6185,42,0.028,normal,,0,,normal,2026-07-24
ACC0714,Odika Shukla,DEV7895,125.113.66.173,Surendranagar Dudhrej,PMF6986,612,0.053,normal,,0,,normal,2024-12-31
ACC0715,Yatan Om,DEV8717,204.41.252.55,Guwahati,PMF2195,206,0.021,normal,,0,,normal,2026-02-10
ACC0716,Yochana Tella,DEV1225,20.253.223.56,Hubli–Dharwad,PMF5295,99,0.033,normal,,0,,normal,2026-05-28
ACC0717,Thomas Kamdar,DEV7520,145.231.36.125,Vijayanagaram,PMF9300,91,0.037,normal,,0,,normal,2026-06-05
ACC0718,Chandran Lall,DEV7806,200.137.148.142,Ambala,PMF7939,543,0.062,normal,,0,,normal,2025-03-10
ACC0719,Janani Baria,DEV9791,68.76.167.244,Pondicherry,PMF9808,114,0.057,normal,,0,,normal,2026-05-13
ACC0720,Bimala Bhasin,DEV2369,93.46.56.44,Bhubaneswar,PMF6077,314,0.025,normal,,0,,normal,2025-10-25
ACC0721,Yuvraj Deshpande,DEV3545,45.33.203.113,Imphal,PMF9788,238,0.04,normal,,0,,normal,2026-01-09
ACC0722,Neha Suri,DEV2083,46.171.64.13,Aligarh,PMF6081,630,0.062,normal,,0,,normal,2024-12-13
ACC0723,Upasna Issac,DEV1948,217.60.18.255,Nadiad,PMF5005,274,0.025,normal,,0,,normal,2025-12-04
ACC0724,Ekavir Chada,DEV2900,190.79.247.248,Firozabad,PMF8428,474,0.057,normal,,0,,normal,2025-05-18
ACC0725,Ria Chacko,DEV6067,59.106.190.241,Sri Ganganagar,PMF3877,86,0.027,normal,,0,,normal,2026-06-10
ACC0726,Dipta Mane,DEV1185,192.69.124.217,Phagwara,PMF3684,170,0.05,normal,,0,,normal,2026-03-18
ACC0727,Azad Chander,DEV9568,113.154.133.14,Jorhat,PMF9474,385,0.067,normal,,0,,normal,2025-08-15
ACC0728,Anthony Sodhi,DEV3735,159.248.67.94,Bahraich,PMF7092,295,0.028,normal,,0,,normal,2025-11-13
ACC0729,Raagini Balasubramanian,DEV2934,180.191.202.233,Delhi,PMF1480,305,0.04,normal,,0,,normal,2025-11-03
ACC0730,Bimala Upadhyay,DEV5456,197.144.251.217,Dhanbad,PMF9582,469,0.024,normal,,0,,normal,2025-05-23
ACC0731,Anjali Sarna,DEV2262,165.65.115.68,Jaunpur,PMF9128,620,0.047,normal,,0,,normal,2024-12-23
ACC0732,Yashvi Chanda,DEV1908,136.255.62.28,Ballia,PMF9185,398,0.072,normal,,0,,normal,2025-08-02
ACC0733,Lohit Dass,DEV7024,194.194.32.198,Raebareli,PMF3577,200,0.035,normal,,0,,normal,2026-02-16
ACC0734,Yachana Balan,DEV2889,122.9.56.199,Pudukkottai,PMF4742,135,0.064,normal,,0,,normal,2026-04-22
ACC0735,Yashoda Shetty,DEV1721,218.114.199.15,Raiganj,PMF1201,32,0.035,normal,,0,,normal,2026-08-03
ACC0736,Nimrat Gola,DEV6963,5.84.40.95,Tenali,PMF7274,513,0.075,normal,,0,,normal,2025-04-09
ACC0737,Isaac Khatri,DEV1579,217.216.6.92,Davanagere,PMF7870,213,0.033,normal,,0,,normal,2026-02-03
ACC0738,Adya Bhasin,DEV7819,159.36.107.243,Ballia,PMF6241,284,0.036,normal,,0,,normal,2025-11-24
ACC0739,Ekavir Nayak,DEV7108,92.1.31.51,Pallavaram,PMF2956,109,0.05,normal,,0,,normal,2026-05-18
ACC0740,Mitali Sura,DEV3938,113.116.49.206,Haldia,PMF4656,83,0.068,normal,,0,,normal,2026-06-13
ACC0741,Ishwar Walia,DEV7568,207.52.114.41,Kavali,PMF2129,77,0.073,normal,,0,,normal,2026-06-19
ACC0742,Riya Patla,DEV6090,208.210.150.206,Yamunanagar,PMF6362,319,0.025,normal,,0,,normal,2025-10-20
ACC0743,Rudra Oak,DEV1130,219.144.180.32,Bhalswa Jahangir Pur,PMF7044,497,0.032,normal,,0,,normal,2025-04-25
ACC0744,Umang Bhasin,DEV5979,179.74.213.204,Thiruvananthapuram,PMF4974,607,0.048,normal,,0,,normal,2025-01-05
ACC0745,Girish Kannan,DEV9083,114.188.3.135,Nandyal,PMF4201,635,0.064,normal,,0,,normal,2024-12-08
ACC0746,Abeer Babu,DEV5016,205.142.72.77,Bokaro,PMF3466,589,0.02,normal,,0,,normal,2025-01-23
ACC0747,Naksh Balakrishnan,DEV1391,113.62.166.145,Aurangabad,PMF4817,449,0.052,normal,,0,,normal,2025-06-12
ACC0748,Vedika Chaudhary,DEV1157,62.9.60.16,Hospet,PMF6488,681,0.02,normal,,0,,normal,2024-10-23
ACC0749,Chaman Chakrabarti,DEV7164,193.33.185.199,Vasai-Virar,PMF6038,703,0.026,normal,,0,,normal,2024-10-01
ACC0750,Varenya Narasimhan,DEV4902,91.188.108.1,Sambalpur,PMF7878,572,0.05,normal,,0,,normal,2025-02-09
ACC0751,Upkaar Bansal,DEV3332,206.68.47.108,Ludhiana,PMF5584,91,0.026,normal,,0,,normal,2026-06-05
ACC0752,Baghyawati Bhattacharyya,DEV9515,32.101.5.45,Munger,PMF7767,267,0.062,normal,,0,,normal,2025-12-11
ACC0753,Upma Thakkar,DEV8511,63.3.246.68,Hazaribagh,PMF2391,411,0.055,normal,,0,,normal,2025-07-20
ACC0754,Reva Dash,DEV3187,132.149.178.80,Raebareli,PMF7461,547,0.024,normal,,0,,normal,2025-03-06
ACC0755,Unni Kapoor,DEV2020,192.137.55.143,Hyderabad,PMF8126,611,0.06,normal,,0,,normal,2025-01-01
ACC0756,Brinda Swaminathan,DEV4879,183.97.60.234,Siliguri,PMF5778,163,0.036,normal,,0,,normal,2026-03-25
ACC0757,Ridhi Mander,DEV7438,198.159.72.71,Jhansi,PMF6345,352,0.039,normal,,0,,normal,2025-09-17
ACC0758,Januja Agrawal,DEV4827,59.91.39.22,Gaya,PMF2223,308,0.077,normal,,0,,normal,2025-10-31
ACC0759,Chatura Koshy,DEV2785,106.72.152.160,Amaravati,PMF3546,169,0.026,normal,,0,,normal,2026-03-19
ACC0760,Nachiket Bhagat,DEV8635,84.176.69.229,Bhilai,PMF6145,490,0.044,normal,,0,,normal,2025-05-02
ACC0761,Arin Saran,DEV6870,138.74.94.234,Bettiah,PMF4401,578,0.047,normal,,0,,normal,2025-02-03
ACC0762,Zinal Pradhan,DEV5341,139.97.125.140,Dindigul,PMF2964,504,0.025,normal,,0,,normal,2025-04-18
ACC0763,Dhriti Bhatia,DEV1660,158.210.43.103,Solapur,PMF4522,341,0.07,normal,,0,,normal,2025-09-28
ACC0764,Tripti Sami,DEV3430,131.236.1.218,Alappuzha,PMF2494,365,0.063,normal,,0,,normal,2025-09-04
ACC0765,Rachita Chand,DEV7492,207.18.121.80,Salem,PMF9412,394,0.023,normal,,0,,normal,2025-08-06
ACC0766,Ishani Bhardwaj,DEV5262,198.141.252.103,Berhampur,PMF3848,336,0.022,normal,,0,,normal,2025-10-03
ACC0767,Ayushman Anne,DEV8408,212.34.128.229,Surendranagar Dudhrej,PMF5093,444,0.026,normal,,0,,normal,2025-06-17
ACC0768,Anjali Pai,DEV3290,159.123.95.240,Agartala,PMF2989,134,0.021,normal,,0,,normal,2026-04-23
ACC0769,Simon Nagi,DEV3141,202.142.54.19,Dhule,PMF4246,257,0.069,normal,,0,,normal,2025-12-21
ACC0770,Chaitaly Barman,DEV2376,222.98.122.242,Solapur,PMF5240,411,0.075,normal,,0,,normal,2025-07-20
ACC0771,Charan Amble,DEV1357,175.183.181.157,Bharatpur,PMF2056,106,0.032,normal,,0,,normal,2026-05-21
ACC0772,Samarth Shankar,DEV8265,193.150.87.252,Coimbatore,PMF3110,691,0.026,normal,,0,,normal,2024-10-13
ACC0773,Upkaar Dash,DEV3007,201.51.237.132,Howrah,PMF1699,369,0.077,normal,,0,,normal,2025-08-31
ACC0774,Rajeshri Doctor,DEV3752,220.253.167.223,Jehanabad,PMF8096,81,0.069,normal,,0,,normal,2026-06-15
ACC0775,Logan Khurana,DEV9128,204.41.37.89,Cuttack,PMF1483,434,0.043,normal,,0,,normal,2025-06-27
ACC0776,Lopa Mukhopadhyay,DEV3831,107.235.148.99,Bahraich,PMF6799,466,0.033,normal,,0,,normal,2025-05-26
ACC0777,Dalaja Pradhan,DEV5505,40.154.230.193,Giridih,PMF5585,221,0.047,normal,,0,,normal,2026-01-26
ACC0778,Lakshmi Khare,DEV1567,215.133.154.83,Rajahmundry,PMF5026,182,0.059,normal,,0,,normal,2026-03-06
ACC0779,Oeshi Kibe,DEV7750,160.192.222.225,Pallavaram,PMF8848,540,0.024,normal,,0,,normal,2025-03-13
ACC0780,Kashvi Dugar,DEV7275,217.68.20.166,Nadiad,PMF3248,316,0.045,normal,,0,,normal,2025-10-23
ACC0781,Meera Pingle,DEV9614,119.102.140.213,Mysore,PMF5082,688,0.058,normal,,0,,normal,2024-10-16
ACC0782,Devika Gokhale,DEV1319,175.79.163.2,Ozhukarai,PMF7266,586,0.067,normal,,0,,normal,2025-01-26
ACC0783,Charles Halder,DEV8859,160.198.207.45,Maheshtala,PMF9921,397,0.067,normal,,0,,normal,2025-08-03
ACC0784,Zilmil Peri,DEV9231,217.171.50.230,Udupi,PMF6269,382,0.043,normal,,0,,normal,2025-08-18
ACC0785,Umang Pradhan,DEV1427,160.81.145.41,Kulti,PMF6224,214,0.056,normal,,0,,normal,2026-02-02
ACC0786,Siya Dhaliwal,DEV5602,3.141.121.21,Nagercoil,PMF1959,60,0.069,normal,,0,,normal,2026-07-06
ACC0787,Maanav Chaudhari,DEV9674,97.18.67.70,Etawah,PMF6856,513,0.066,normal,,0,,normal,2025-04-09
ACC0788,Osha Dutt,DEV3615,71.249.210.46,Sambhal,PMF2640,268,0.035,normal,,0,,normal,2025-12-10
ACC0789,Qasim Sur,DEV5366,189.50.213.27,Bikaner,PMF9743,276,0.069,normal,,0,,normal,2025-12-02
ACC0790,Ranveer Kamdar,DEV4594,164.96.80.53,Sagar,PMF7363,87,0.041,normal,,0,,normal,2026-06-09
ACC0791,Brinda Parekh,DEV3885,179.85.8.21,Mau,PMF4875,207,0.056,normal,,0,,normal,2026-02-09
ACC0792,Vrinda Zachariah,DEV1462,142.253.135.94,Tadipatri,PMF6761,397,0.077,normal,,0,,normal,2025-08-03
ACC0793,Zaid Gour,DEV3328,26.245.183.238,Berhampur,PMF4084,607,0.07,normal,,0,,normal,2025-01-05
ACC0794,Ishanvi Bhardwaj,DEV9882,130.149.48.22,Ambarnath,PMF6063,534,0.031,normal,,0,,normal,2025-03-19
ACC0795,Nathaniel Deshmukh,DEV2478,94.129.193.111,Suryapet,PMF1920,68,0.034,normal,,0,,normal,2026-06-28
ACC0796,Ishani Patla,DEV1326,85.56.74.44,Durgapur,PMF9625,254,0.049,normal,,0,,normal,2025-12-24
ACC0797,Omkaar Varty,DEV4300,217.25.166.240,Munger,PMF3137,369,0.04,normal,,0,,normal,2025-08-31
ACC0798,Veda Khare,DEV6301,156.30.129.129,Tenali,PMF1975,211,0.021,normal,,0,,normal,2026-02-05
ACC0799,Wazir Lad,DEV3320,183.4.1.151,Kolkata,PMF2817,630,0.071,normal,,0,,normal,2024-12-13
ACC0800,Balveer Chadha,DEV2188,164.215.125.246,Kulti,PMF7120,403,0.062,normal,,0,,normal,2025-07-28
ACC0801,Amaira Shan,DEV7481,158.230.189.51,Ozhukarai,PMF2655,708,0.04,normal,,0,,normal,2024-09-26
ACC0802,Hritik Choudhry,DEV3235,13.208.9.199,Ratlam,PMF3580,360,0.064,normal,,0,,normal,2025-09-09
ACC0803,Qasim Chana,DEV8982,209.227.117.60,Delhi,PMF6198,477,0.03,normal,,0,,normal,2025-05-15
ACC0804,Finn Tailor,DEV6846,144.96.206.7,Hosur,PMF4657,605,0.06,normal,,0,,normal,2025-01-07
ACC0805,Ikshita Badal,DEV7199,197.201.204.249,Mangalore,PMF6026,209,0.064,normal,,0,,normal,2026-02-07
ACC0806,Rayaan Madan,DEV3086,31.184.186.149,Varanasi,PMF3911,331,0.064,normal,,0,,normal,2025-10-08
ACC0807,Kala Pingle,DEV7415,183.106.254.16,Solapur,PMF1530,616,0.031,normal,,0,,normal,2024-12-27
ACC0808,Alexander Barad,DEV4619,72.37.198.86,Shivpuri,PMF2705,355,0.076,normal,,0,,normal,2025-09-14
ACC0809,Ekiya Singh,DEV6425,31.41.82.43,Bardhaman,PMF2274,174,0.034,normal,,0,,normal,2026-03-14
ACC0810,Jacob Pillay,DEV3750,177.239.198.132,Kirari Suleman Nagar,PMF2453,357,0.069,normal,,0,,normal,2025-09-12
ACC0811,Aarini Kar,DEV6500,129.107.64.251,Bardhaman,PMF8317,716,0.021,normal,,0,,normal,2024-09-18
ACC0812,Yasti Khurana,DEV5088,203.154.44.23,Raebareli,PMF2110,244,0.041,normal,,0,,normal,2026-01-03
ACC0813,Radhika Talwar,DEV1020,191.32.198.41,Davanagere,PMF1788,140,0.043,normal,,0,,normal,2026-04-17
ACC0814,Amrita Krishnamurthy,DEV3725,35.192.192.191,Sasaram,PMF7783,459,0.05,normal,,0,,normal,2025-06-02
ACC0815,Christopher Brahmbhatt,DEV6754,30.253.162.91,Korba,PMF9946,417,0.043,normal,,0,,normal,2025-07-14
ACC0816,Udarsh Narang,DEV4695,211.81.211.107,Vijayanagaram,PMF3664,520,0.047,normal,,0,,normal,2025-04-02
ACC0817,Tanish Puri,DEV5831,101.114.96.200,Uluberia,PMF1328,64,0.039,normal,,0,,normal,2026-07-02
ACC0818,Ryan Mitter,DEV2215,203.243.93.50,Bidhannagar,PMF6600,137,0.03,normal,,0,,normal,2026-04-20
ACC0819,Azaan Sharaf,DEV3636,104.198.41.76,Saharsa,PMF2228,414,0.053,normal,,0,,normal,2025-07-17
ACC0820,Shaurya Acharya,DEV6536,33.118.154.216,Anantapur,PMF8909,125,0.062,normal,,0,,normal,2026-05-02
ACC0821,Imaran Bhasin,DEV3703,178.203.232.212,Nashik,PMF8113,471,0.029,normal,,0,,normal,2025-05-21
ACC0822,David Kunda,DEV6424,209.57.28.155,Ajmer,PMF4367,133,0.078,normal,,0,,normal,2026-04-24
ACC0823,Vedant Parsa,DEV9849,78.214.219.128,Tadipatri,PMF5346,449,0.06,normal,,0,,normal,2025-06-12
ACC0824,Devika Narayan,DEV4891,203.109.116.99,Alappuzha,PMF2571,334,0.023,normal,,0,,normal,2025-10-05
ACC0825,Meera Narang,DEV9043,124.124.88.27,Dewas,PMF3516,615,0.023,normal,,0,,normal,2024-12-28
ACC0826,Shivani Agarwal,DEV8005,208.31.185.131,Mango,PMF2435,33,0.038,normal,,0,,normal,2026-08-02
ACC0827,Janya Sarna,DEV8869,118.222.166.216,Baranagar,PMF4271,707,0.026,normal,,0,,normal,2024-09-27
ACC0828,Suhani Chaudhuri,DEV3798,180.205.204.37,Cuttack,PMF5781,241,0.079,normal,,0,,normal,2026-01-06
ACC0829,Pooja Boase,DEV2892,171.119.147.236,Alappuzha,PMF6052,514,0.067,normal,,0,,normal,2025-04-08
ACC0830,Forum Gupta,DEV9013,5.175.52.194,Bhopal,PMF5341,512,0.025,normal,,0,,normal,2025-04-10
ACC0831,Irya Cherian,DEV7349,161.137.232.239,Thanjavur,PMF4029,587,0.042,normal,,0,,normal,2025-01-25
ACC0832,Osha Buch,DEV7052,95.57.180.105,Ambala,PMF4056,420,0.047,normal,,0,,normal,2025-07-11
ACC0833,Ishwar Rajagopalan,DEV8204,219.43.47.225,Sirsa,PMF8619,299,0.036,normal,,0,,normal,2025-11-09
ACC0834,Azad Chauhan,DEV2009,87.118.144.248,Tinsukia,PMF3476,305,0.065,normal,,0,,normal,2025-11-03
ACC0835,Yatan Biswas,DEV2584,100.160.53.21,Tiruchirappalli,PMF2404,713,0.06,normal,,0,,normal,2024-09-21
ACC0836,Chandani Iyer,DEV7782,174.68.102.10,Kumbakonam,PMF4727,584,0.053,normal,,0,,normal,2025-01-28
ACC0837,Girish Sengupta,DEV9561,193.32.114.248,Allahabad,PMF7858,426,0.078,normal,,0,,normal,2025-07-05
ACC0838,Unni Saraf,DEV4860,31.115.174.54,Ratlam,PMF8803,516,0.038,normal,,0,,normal,2025-04-06
ACC0839,Kavya Upadhyay,DEV1568,212.84.59.82,Hazaribagh,PMF9226,434,0.054,normal,,0,,normal,2025-06-27
ACC0840,Umang Din,DEV3415,166.39.84.52,Tiruchirappalli,PMF2970,559,0.077,normal,,0,,normal,2025-02-22
ACC0841,Alexander Brar,DEV3832,212.65.52.32,Nellore,PMF3738,489,0.078,normal,,0,,normal,2025-05-03
ACC0842,Anika Halder,DEV3067,139.234.17.204,Malegaon,PMF1699,227,0.045,normal,,0,,normal,2026-01-20
ACC0843,Rohan Ratti,DEV8133,86.228.106.109,Motihari,PMF4308,729,0.08,normal,,0,,normal,2024-09-05
ACC0844,Varsha Arora,DEV3422,135.244.194.208,Tiruchirappalli,PMF5225,672,0.039,normal,,0,,normal,2024-11-01
ACC0845,Noah Mandal,DEV2425,223.24.178.51,Khammam,PMF7358,98,0.053,normal,,0,,normal,2026-05-29
ACC0846,Kiaan Narayan,DEV6343,152.234.112.134,Shahjahanpur,PMF5525,595,0.051,normal,,0,,normal,2025-01-17
ACC0847,Mohammed Sheth,DEV9561,5.168.60.179,Sasaram,PMF7874,42,0.027,normal,,0,,normal,2026-07-24
